X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
86.0,86.0,train,0.0014940048210898569,47.57691921964,0.6784999972658111
87.0,87.0,train,0.002523860756085708,81.86709096852664,0.8529489396549995
88.0,88.0,train,0.003005176766099285,88.72510557484829,0.8979767536117268
89.0,89.0,train,0.0023922017128365997,78.93483104030022,0.8374833756118532
90.0,90.0,train,0.0026494688570029797,84.20671695392865,0.8663298244802277
91.0,91.0,train,0.0022339441487618894,75.25087611998863,0.8167258005787732
92.0,92.0,train,0.003147863665240723,89.96045616118612,0.9084555944535931
93.0,93.0,train,0.0015570193762508104,49.00239334893721,0.6935252341676719
94.0,94.0,train,0.0018284025557459861,59.67109219697822,0.7506122772945781
95.0,95.0,train,4.3014916972495545E-4,10.51518214384714,0.2787113507410608
96.0,96.0,train,0.002740723153164941,85.5601500988161,0.875280898417318
97.0,97.0,train,0.0042732251193669055,97.51184554011964,0.9610582811784989
98.0,98.0,train,0.0036889818050263317,94.78230128583273,0.9393073370660003
99.0,99.0,train,0.0011467927537376248,36.0587795403378,0.5814822471993466
100.0,100.0,train,0.0013173990825242213,41.81503804993338,0.6323480034814164
101.0,101.0,train,0.002041718179451338,68.19635981961225,0.7879150568723946
102.0,102.0,train,0.0019657530814151843,64.78111546943455,0.7753181354165687
103.0,103.0,train,0.0021698006690773035,73.0486312879442,0.8075756703912758
104.0,104.0,train,9.976116137834982E-4,29.045024952827507,0.5312692628073737
105.0,105.0,train,0.005040138855056371,99.48874238183427,0.9782510863201863
106.0,106.0,train,0.0018493594540984017,60.825126594907054,0.7545505097190623
107.0,107.0,train,0.0017869962396713979,58.094210344127944,0.742644449392019
108.0,108.0,train,8.644637555194429E-4,24.3773346811646,0.48138607544713297
109.0,109.0,train,4.0008442275655674E-4,9.195828287549144,0.2620509331914458
110.0,110.0,train,6.374209575674254E-4,17.63715073392864,0.3837775563969318
111.0,111.0,train,0.001235663044469584,38.61924601432633,0.6088000967464577
112.0,112.0,train,0.0018327315587241847,60.05803844993609,0.7514309311423072
113.0,113.0,train,0.0021356877096530154,71.75466273012957,0.8025247676798802
114.0,114.0,train,0.004840384753712574,97.99594130596986,0.9746878323438152
115.0,115.0,train,0.0022504714776132306,75.92435164431504,0.8190120947654065
116.0,116.0,train,0.0016980829146708886,53.61619374656834,0.7246640747017691
117.0,117.0,train,0.0010248712313448414,30.261591490854702,0.540874456130322
118.0,118.0,train,0.002316561292126863,77.75351752125165,0.8278730490154246
119.0,119.0,train,0.0035356978498971457,93.32576375766514,0.9318133876521248
120.0,120.0,train,0.0012419492648922178,38.86705983976298,0.6106634839381615
121.0,121.0,train,0.0010066849446004828,29.3470773462088,0.5344884460907972
122.0,122.0,train,0.001974270981658706,65.37226456284414,0.7767670660684791
123.0,123.0,train,0.0010057659207267998,29.316382667256878,0.5341633887389196
124.0,124.0,train,0.001696266389373011,53.51789631238851,0.7242839245929766
125.0,125.0,train,4.7846681944521897E-4,12.27110782202611,0.30470224866428397
126.0,126.0,train,4.834567937378428E-4,12.511847061727467,0.3073325017285734
127.0,127.0,train,0.0011173623486789579,34.43815433505485,0.5720215239697335
128.0,128.0,train,0.0017604264402288935,56.62979724917692,0.7373980354826946
129.0,129.0,train,0.0025436138948295335,82.37383282012881,0.855138725120651
130.0,130.0,train,9.909629131170954E-4,28.846154848083472,0.5288962044936573
131.0,131.0,train,0.0013913896263330035,44.803184982449956,0.6524397654422769
