x,y,species cloglog values
346.0,346.0,0.40690506
347.0,347.0,0.25725976
348.0,348.0,0.27198055
349.0,349.0,0.105808124
350.0,350.0,0.73032194
351.0,351.0,0.07203116
352.0,352.0,0.16036043
353.0,353.0,0.7716118
354.0,354.0,0.50010675
355.0,355.0,0.3372596
356.0,356.0,0.8769062
357.0,357.0,0.08859507
358.0,358.0,0.01742857
359.0,359.0,0.6969752
360.0,360.0,0.08632388
361.0,361.0,0.6957529
362.0,362.0,0.11468904
363.0,363.0,0.71830916
364.0,364.0,0.15287413
365.0,365.0,0.8762325
366.0,366.0,0.15019992
367.0,367.0,0.18495165
368.0,368.0,0.26937243
369.0,369.0,0.120261915
370.0,370.0,0.5136771
371.0,371.0,0.38999978
372.0,372.0,0.26792926
373.0,373.0,0.23322245
374.0,374.0,0.272708
375.0,375.0,0.12664756
376.0,376.0,0.27192342
377.0,377.0,0.5773262
378.0,378.0,0.73094857
379.0,379.0,0.38452923
380.0,380.0,0.91503686
381.0,381.0,0.15822715
382.0,382.0,0.1116317
383.0,383.0,0.57265484
384.0,384.0,0.35272387
385.0,385.0,0.10008658
386.0,386.0,0.7180961
387.0,387.0,0.1463143
388.0,388.0,0.3493387
389.0,389.0,0.7111924
390.0,390.0,0.484919
391.0,391.0,0.14345936
392.0,392.0,0.1854342
393.0,393.0,0.7540194
394.0,394.0,0.30457628
395.0,395.0,0.37252918
396.0,396.0,0.1098305
397.0,397.0,0.20004436
398.0,398.0,0.27967137
399.0,399.0,0.12887676
400.0,400.0,0.7423217
401.0,401.0,0.34460092
402.0,402.0,0.5356456
403.0,403.0,0.71495324
404.0,404.0,0.7689862
405.0,405.0,0.28561857
406.0,406.0,0.45465896
407.0,407.0,0.89012635
408.0,408.0,0.43549028
409.0,409.0,0.69116277
410.0,410.0,0.16954449
411.0,411.0,0.49187145
412.0,412.0,0.45164463
413.0,413.0,0.29549783
414.0,414.0,0.80670977
415.0,415.0,0.6316958
416.0,416.0,0.8420235
417.0,417.0,0.43254337
418.0,418.0,0.10098408
419.0,419.0,0.35144475
420.0,420.0,0.23815507
421.0,421.0,0.107551575
422.0,422.0,0.06631643
423.0,423.0,0.2634731
424.0,424.0,0.14430864
425.0,425.0,0.25499308
426.0,426.0,0.41172665
427.0,427.0,0.37639275
428.0,428.0,0.08790411
429.0,429.0,0.81214213
430.0,430.0,0.20274062
431.0,431.0,0.78332275
432.0,432.0,0.6077049
433.0,433.0,0.5966792
434.0,434.0,0.2871327
435.0,435.0,0.76626307
436.0,436.0,0.05802167
437.0,437.0,0.40641156
438.0,438.0,0.25178522
439.0,439.0,0.28238258
440.0,440.0,0.35427102
441.0,441.0,0.14841129
442.0,442.0,0.2794098
443.0,443.0,0.09129279
444.0,444.0,0.14820941
445.0,445.0,0.2068962
446.0,446.0,0.21506679
447.0,447.0,0.29093087
448.0,448.0,0.20400302
449.0,449.0,0.39220122
450.0,450.0,0.14497183
451.0,451.0,0.31562784
452.0,452.0,0.5638754
453.0,453.0,0.09148343
454.0,454.0,0.19751264
455.0,455.0,0.37986386
456.0,456.0,0.090543166
457.0,457.0,0.65144384
458.0,458.0,0.6130404
459.0,459.0,0.8856724
460.0,460.0,0.39493176
461.0,461.0,0.5668959
462.0,462.0,0.7591272
463.0,463.0,0.24769302
464.0,464.0,0.09837354
465.0,465.0,0.35767725
466.0,466.0,0.0880354
467.0,467.0,0.4155277
468.0,468.0,0.6456783
469.0,469.0,0.83788586
470.0,470.0,0.49053916
471.0,471.0,0.6052158
472.0,472.0,0.34092927
473.0,473.0,0.73783237
474.0,474.0,0.21760277
475.0,475.0,0.12634893
476.0,476.0,0.17613585
477.0,477.0,0.21314707
478.0,478.0,0.28953105
479.0,479.0,0.024670022
480.0,480.0,0.25465378
481.0,481.0,0.5025247
482.0,482.0,0.81948465
483.0,483.0,0.63807
484.0,484.0,0.36591864
485.0,485.0,0.20257151
486.0,486.0,0.2680302
487.0,487.0,0.27575636
488.0,488.0,0.023811268
489.0,489.0,0.81998104
490.0,490.0,0.6261727
491.0,491.0,0.77694947
492.0,492.0,0.7863459
493.0,493.0,0.17087409
494.0,494.0,0.09446869
495.0,495.0,0.039325427
496.0,496.0,0.68529654
497.0,497.0,0.18615113
498.0,498.0,0.6446972
499.0,499.0,0.194607
500.0,500.0,0.28176656
501.0,501.0,0.09701656
502.0,502.0,0.13223796
503.0,503.0,0.35671246
504.0,504.0,0.35055655
505.0,505.0,0.12010677
506.0,506.0,0.14980377
507.0,507.0,0.18273725
508.0,508.0,0.23133829
509.0,509.0,0.77488995
510.0,510.0,0.11743072
511.0,511.0,0.34535247
512.0,512.0,0.094785586
513.0,513.0,0.5412342
514.0,514.0,0.20464514
515.0,515.0,0.67039263
516.0,516.0,0.62500703
517.0,517.0,0.4260392
518.0,518.0,0.010032479
519.0,519.0,0.2747623
520.0,520.0,0.55794704
521.0,521.0,0.34897792
522.0,522.0,0.92676246
523.0,523.0,0.07341563
524.0,524.0,0.24552506
525.0,525.0,0.13735595
526.0,526.0,0.29135585
527.0,527.0,0.2239711
528.0,528.0,0.26915625
529.0,529.0,0.47245103
530.0,530.0,0.22707509
531.0,531.0,0.053828638
532.0,532.0,0.0052742283
533.0,533.0,0.18295363
534.0,534.0,0.75070345
535.0,535.0,0.596953
536.0,536.0,0.57389593
537.0,537.0,0.2569516
538.0,538.0,0.18615937
539.0,539.0,0.0453712
540.0,540.0,0.77104783
541.0,541.0,0.7449182
542.0,542.0,0.32332277
543.0,543.0,0.5810657
544.0,544.0,0.9203935
545.0,545.0,0.5071075
546.0,546.0,0.29834276
