Predictor variable,Categorical,Sample average
bio01nz,false,97.58108108108108
bio05nz,false,198.35135135135135
bio06nz,false,2.7027027027027026
bio12nz,false,2023.4054054054054
bio13nz,false,205.5
bio14nz,false,117.37837837837837
