X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
55.0,55.0,train,0.0015261640518836157,34.18566642110636,0.4934408790300451
56.0,56.0,train,0.00420659135802371,65.53014940557306,0.8465852412996677
57.0,57.0,train,0.006006125138830754,80.904032614191,0.9311997513976884
58.0,58.0,train,0.005570692555227863,78.58204877735659,0.916466148015647
59.0,59.0,train,0.002093296137437491,40.794294637883866,0.6065687468375598
60.0,60.0,train,0.0013302983572141657,28.897587338244307,0.44723888816303736
61.0,61.0,train,0.00440904040545038,67.69673927091091,0.859820123178872
62.0,62.0,train,0.0041839743927396394,64.27077114910671,0.845031164158902
63.0,63.0,train,0.004811922346527114,73.3263356500738,0.8828579174490996
64.0,64.0,train,0.005327241725729622,77.47309148954378,0.90689363853564
65.0,65.0,train,0.003098409874599204,52.454188581181405,0.7486136270967172
66.0,66.0,train,0.0015851610484715819,35.79474233676947,0.5065853809517951
67.0,67.0,train,0.003114325079945361,52.765530649201274,0.7503902507565118
68.0,68.0,train,0.0016755929113770366,37.26567501743858,0.5260745153326098
69.0,69.0,train,0.007018237415360747,86.18743151459208,0.9561763643808749
70.0,70.0,train,0.003633195634440939,59.169587527612194,0.801919979146539
71.0,71.0,train,8.711546494477928E-4,18.121253816057408,0.3217356786488539
72.0,72.0,train,0.0027501564278014394,46.80311478883648,0.7064096294216708
73.0,73.0,train,0.00604648725689395,81.50865921247038,0.9324261867675996
74.0,74.0,train,0.003997749774377152,62.23551172075138,0.8316218228326786
75.0,75.0,train,0.00959885460599918,95.79239060509543,0.9861240604756978
76.0,76.0,train,0.0014619311919608733,32.290611367033534,0.4787313555671431
