x,y,species cloglog values
554.0,554.0,0.06857243
555.0,555.0,0.04226427
556.0,556.0,0.2116421
557.0,557.0,0.19344102
558.0,558.0,0.18262795
559.0,559.0,0.02211989
560.0,560.0,0.37812364
561.0,561.0,0.05379073
562.0,562.0,0.23226863
563.0,563.0,0.39389646
564.0,564.0,0.14711486
565.0,565.0,0.04954988
566.0,566.0,0.19568433
567.0,567.0,0.8731874
568.0,568.0,0.039616574
569.0,569.0,0.012599717
570.0,570.0,0.17113616
571.0,571.0,0.23288105
572.0,572.0,0.058089986
573.0,573.0,0.039505914
574.0,574.0,0.018520182
575.0,575.0,0.049320996
576.0,576.0,0.37236303
577.0,577.0,0.0885455
578.0,578.0,0.22526705
579.0,579.0,0.034046534
580.0,580.0,0.37279198
581.0,581.0,0.08863751
582.0,582.0,0.20013706
583.0,583.0,0.008570595
584.0,584.0,0.7413895
585.0,585.0,0.1011646
586.0,586.0,0.15605865
587.0,587.0,0.25743875
588.0,588.0,0.3271156
589.0,589.0,0.04491849
590.0,590.0,0.077392764
591.0,591.0,0.051094133
592.0,592.0,0.08213434
593.0,593.0,0.0338382
594.0,594.0,0.08882333
595.0,595.0,0.20653497
596.0,596.0,0.045826305
597.0,597.0,0.2246356
598.0,598.0,0.10505783
599.0,599.0,0.0073652314
600.0,600.0,0.010420233
601.0,601.0,0.16299966
602.0,602.0,0.0927728
603.0,603.0,0.032605093
604.0,604.0,0.0039192196
605.0,605.0,0.33129236
606.0,606.0,0.0040910053
607.0,607.0,0.06013866
608.0,608.0,0.53606373
609.0,609.0,0.055687107
610.0,610.0,0.02796432
611.0,611.0,0.037042927
612.0,612.0,0.08542038
613.0,613.0,0.7354727
614.0,614.0,0.20441078
615.0,615.0,0.0053602844
616.0,616.0,0.27108672
617.0,617.0,0.9145093
618.0,618.0,0.013072188
619.0,619.0,0.034156546
620.0,620.0,0.016470548
621.0,621.0,0.29308844
622.0,622.0,0.08372579
623.0,623.0,0.96132904
624.0,624.0,0.10053284
625.0,625.0,0.028058935
626.0,626.0,0.48119852
627.0,627.0,0.8542865
628.0,628.0,0.029800532
629.0,629.0,0.57787406
630.0,630.0,0.23931827
631.0,631.0,0.08879565
632.0,632.0,0.042863578
633.0,633.0,0.60912526
634.0,634.0,0.09028636
635.0,635.0,0.017897947
636.0,636.0,0.021462595
637.0,637.0,0.035538815
638.0,638.0,0.1720414
639.0,639.0,0.82042986
640.0,640.0,0.17157307
641.0,641.0,0.12878647
642.0,642.0,0.031607173
643.0,643.0,0.11234882
644.0,644.0,0.21270645
645.0,645.0,0.07190367
646.0,646.0,0.052778408
647.0,647.0,0.09851282
648.0,648.0,0.048579223
649.0,649.0,0.12894925
650.0,650.0,0.4389671
651.0,651.0,0.04917404
652.0,652.0,0.004427015
653.0,653.0,0.07400978
654.0,654.0,0.08693735
655.0,655.0,0.038109012
656.0,656.0,0.8460878
657.0,657.0,0.08626382
658.0,658.0,0.115798734
659.0,659.0,0.3305406
660.0,660.0,0.025943581
661.0,661.0,0.38755855
662.0,662.0,0.45254672
663.0,663.0,0.043998074
664.0,664.0,0.01928617
665.0,665.0,0.27650124
666.0,666.0,0.025202518
667.0,667.0,0.24984832
668.0,668.0,0.01852328
669.0,669.0,0.05268363
670.0,670.0,0.12420333
671.0,671.0,0.011635022
672.0,672.0,0.26723614
673.0,673.0,0.39135432
674.0,674.0,0.020397231
675.0,675.0,0.21585752
676.0,676.0,0.47172502
677.0,677.0,0.022522148
678.0,678.0,0.065078676
679.0,679.0,0.16332631
680.0,680.0,0.083330706
681.0,681.0,0.033231907
682.0,682.0,0.04697082
683.0,683.0,0.1769972
684.0,684.0,0.15603021
685.0,685.0,0.0014277503
686.0,686.0,0.06035092
687.0,687.0,0.90025353
688.0,688.0,0.27694675
689.0,689.0,0.31603262
690.0,690.0,0.022854779
691.0,691.0,0.032494668
692.0,692.0,0.046524234
693.0,693.0,0.12679645
694.0,694.0,0.023615688
695.0,695.0,0.880314
696.0,696.0,0.2914516
697.0,697.0,0.0063029234
698.0,698.0,0.03314421
699.0,699.0,0.041699383
700.0,700.0,0.32818136
701.0,701.0,0.06331486
702.0,702.0,0.95861995
703.0,703.0,0.0827037
704.0,704.0,0.06215875
705.0,705.0,0.19969524
706.0,706.0,0.7309127
707.0,707.0,0.04106097
708.0,708.0,0.011094755
709.0,709.0,0.22665553
710.0,710.0,0.02636137
711.0,711.0,0.9840145
712.0,712.0,0.08681421
713.0,713.0,0.11446661
714.0,714.0,0.015752332
715.0,715.0,0.08930192
716.0,716.0,0.062549904
717.0,717.0,0.17537166
718.0,718.0,0.032213543
719.0,719.0,0.2679018
720.0,720.0,0.032225866
721.0,721.0,0.03530354
722.0,722.0,0.25784516
723.0,723.0,0.14076474
724.0,724.0,0.1823688
725.0,725.0,0.08290808
726.0,726.0,0.021727001
727.0,727.0,0.007548427
728.0,728.0,0.0625628
729.0,729.0,0.00627727
730.0,730.0,0.40773153
731.0,731.0,0.111686
732.0,732.0,0.063574165
733.0,733.0,0.0024188233
734.0,734.0,0.3561219
735.0,735.0,0.31962258
736.0,736.0,0.049424306
737.0,737.0,0.04054621
738.0,738.0,0.099418275
739.0,739.0,0.027067129
740.0,740.0,0.07513407
741.0,741.0,0.018004283
742.0,742.0,0.022533258
743.0,743.0,0.12479057
744.0,744.0,0.8276471
745.0,745.0,0.1911963
746.0,746.0,0.015616873
747.0,747.0,0.021413168
748.0,748.0,0.11003158
749.0,749.0,0.2210664
750.0,750.0,0.14370903
751.0,751.0,0.32521105
752.0,752.0,0.18106711
753.0,753.0,0.012963667
754.0,754.0,0.17997916
755.0,755.0,0.053591087
756.0,756.0,0.026788192
757.0,757.0,0.0357654
758.0,758.0,0.06202467
759.0,759.0,0.004394749
760.0,760.0,0.835461
761.0,761.0,0.44627106
762.0,762.0,0.023480391
