Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.45907E-4,19.787607525,0.343958183,0.271296296,0.1,0
9.7038E-4,20.074883875,0.35107392,0.268518519,0.1,0
9.74974E-4,20.269590854,0.352401134,0.266666667,0.1125,0
9.92445E-4,20.566607304,0.357423493,0.263888889,0.1125,0
1.00081E-3,20.766000077,0.35981411,0.262037037,0.1125,0
1.00715E-3,21.06790945,0.361621878,0.259259259,0.1125,0
1.01332E-3,21.270008052,0.363373045,0.257407407,0.1125,0
1.03017E-3,21.577411163,0.368137093,0.25462963,0.1125,0
1.03285E-3,21.783880421,0.368889731,0.252777778,0.125,0
1.03852E-3,22.095313617,0.370483417,0.25,0.1375,0
1.04523E-3,22.304322663,0.372363028,0.248148148,0.1375,0
1.04679E-3,22.513678579,0.372799576,0.246296296,0.1375,0
1.06375E-3,22.831175183,0.377520834,0.243518519,0.1625,0
1.06592E-3,23.044206301,0.378123645,0.241666667,0.1625,0
1.07444E-3,23.258404027,0.380480391,0.239814815,0.1625,0
1.09854E-3,23.585413008,0.387096678,0.237037037,0.1625,0
1.10953E-3,23.806388405,0.390090607,0.235185185,0.1625,0
1.11875E-3,24.029681711,0.392593625,0.233333333,0.1625,0
1.12357E-3,24.254101646,0.393896449,0.231481481,0.1625,0
1.13451E-3,24.59309966,0.396843503,0.228703704,0.1625,0
1.15223E-3,24.822105257,0.401587304,0.226851852,0.1625,0
1.15577E-3,25.053131485,0.402531015,0.225,0.1625,0
1.16351E-3,25.285798632,0.404587358,0.223148148,0.175,0
1.18116E-3,25.521452925,0.409252168,0.221296296,0.175,0
1.18597E-3,25.758590419,0.410518193,0.219444444,0.175,0
1.20871E-3,26.119773739,0.416460571,0.216666667,0.175,0
1.21759E-3,26.362534685,0.418767026,0.214814815,0.175,0
1.21984E-3,26.606371481,0.419347761,0.212962963,0.175,0
1.23309E-3,26.852698413,0.422767647,0.211111111,0.175,0
1.26874E-3,27.103404429,0.431864472,0.209259259,0.1875,0
1.28717E-3,27.360654287,0.436513352,0.207407407,0.1875,0
