x,y,species cloglog values
229.0,229.0,0.3423003
230.0,230.0,0.04955041
231.0,231.0,0.61858195
232.0,232.0,0.18133946
233.0,233.0,0.30167717
234.0,234.0,0.71108043
235.0,235.0,0.19830991
236.0,236.0,0.41091028
237.0,237.0,0.29694813
238.0,238.0,0.7724656
239.0,239.0,0.35483733
240.0,240.0,0.8322196
241.0,241.0,0.3203816
242.0,242.0,0.5092435
243.0,243.0,0.3596016
244.0,244.0,0.2388573
245.0,245.0,0.2291925
246.0,246.0,0.76912665
247.0,247.0,0.31308407
248.0,248.0,0.40674663
249.0,249.0,0.2058805
250.0,250.0,0.58365995
251.0,251.0,0.06837636
252.0,252.0,0.115880765
253.0,253.0,0.019816583
254.0,254.0,0.61087966
255.0,255.0,0.9419348
256.0,256.0,0.6181081
257.0,257.0,0.3707701
258.0,258.0,0.78361076
259.0,259.0,0.1955323
260.0,260.0,0.7516889
261.0,261.0,0.30908865
262.0,262.0,0.24709402
263.0,263.0,0.6973077
264.0,264.0,0.47017792
265.0,265.0,0.22367671
266.0,266.0,0.356699
267.0,267.0,0.79441404
268.0,268.0,0.3919699
269.0,269.0,0.029396696
270.0,270.0,0.06037303
271.0,271.0,0.11830084
272.0,272.0,0.19111548
273.0,273.0,0.23478024
274.0,274.0,0.9680995
275.0,275.0,0.6736119
276.0,276.0,0.56414324
277.0,277.0,0.574565
278.0,278.0,0.3922198
279.0,279.0,0.10373355
280.0,280.0,0.59807587
281.0,281.0,0.17653736
282.0,282.0,0.3693686
283.0,283.0,0.812616
284.0,284.0,0.9528894
285.0,285.0,0.6519324
286.0,286.0,0.43068233
287.0,287.0,0.31703702
288.0,288.0,0.19677016
289.0,289.0,0.033023257
290.0,290.0,0.21331882
291.0,291.0,0.1138307
292.0,292.0,0.30242133
293.0,293.0,0.2814112
294.0,294.0,0.5623675
295.0,295.0,0.4505939
296.0,296.0,0.022370467
297.0,297.0,0.35377166
298.0,298.0,0.06887704
299.0,299.0,0.2160048
300.0,300.0,0.7142851
301.0,301.0,0.3349552
302.0,302.0,0.07145493
303.0,303.0,0.6149015
304.0,304.0,0.18253398
305.0,305.0,0.25251985
306.0,306.0,0.6205627
307.0,307.0,0.5291322
308.0,308.0,0.759687
309.0,309.0,0.67493093
310.0,310.0,0.50371933
311.0,311.0,0.97323513
312.0,312.0,0.20936349
313.0,313.0,0.2425742
314.0,314.0,0.5540207
315.0,315.0,0.144117
316.0,316.0,0.17031206
317.0,317.0,0.4204969
318.0,318.0,0.11899
319.0,319.0,0.60001945
320.0,320.0,0.28706017
321.0,321.0,0.37686384
322.0,322.0,0.3966238
323.0,323.0,0.2373784
324.0,324.0,0.8750634
325.0,325.0,0.18072334
326.0,326.0,0.20700555
327.0,327.0,0.3064448
328.0,328.0,0.42502278
329.0,329.0,0.1989351
330.0,330.0,0.15847681
331.0,331.0,0.36152124
332.0,332.0,0.31908682
333.0,333.0,0.61377263
334.0,334.0,0.39105204
335.0,335.0,0.043748852
336.0,336.0,0.27564606
337.0,337.0,0.09784753
338.0,338.0,0.7398537
339.0,339.0,0.58060277
340.0,340.0,0.24345127
341.0,341.0,0.98370343
342.0,342.0,0.22179192
343.0,343.0,0.07243476
344.0,344.0,0.34810695
345.0,345.0,0.13598906
346.0,346.0,0.69686973
347.0,347.0,0.1703495
348.0,348.0,0.5232178
349.0,349.0,0.7040614
350.0,350.0,0.4119049
351.0,351.0,0.06045586
352.0,352.0,0.9331623
353.0,353.0,0.13919269
354.0,354.0,0.6651626
355.0,355.0,0.24352118
356.0,356.0,0.15452854
357.0,357.0,0.214837
358.0,358.0,0.49774596
359.0,359.0,0.276212
360.0,360.0,0.6810557
361.0,361.0,0.27249768
362.0,362.0,0.3802739
363.0,363.0,0.69529825
364.0,364.0,0.5797632
365.0,365.0,0.34826428
366.0,366.0,0.8819597
367.0,367.0,0.94381315
368.0,368.0,0.10436209
369.0,369.0,0.21852091
370.0,370.0,0.46289414
371.0,371.0,0.31451377
372.0,372.0,0.041962817
373.0,373.0,0.46089736
374.0,374.0,0.4813065
375.0,375.0,0.32016772
376.0,376.0,0.058638252
377.0,377.0,0.04305586
378.0,378.0,0.595065
379.0,379.0,0.03964307
380.0,380.0,0.4753746
381.0,381.0,0.37077203
382.0,382.0,0.42123663
383.0,383.0,0.49580985
384.0,384.0,0.038373724
385.0,385.0,0.7092376
386.0,386.0,0.13404748
387.0,387.0,0.31407887
388.0,388.0,0.13849206
389.0,389.0,0.25509235
390.0,390.0,0.48558712
391.0,391.0,0.040369093
392.0,392.0,0.55789423
393.0,393.0,0.31353796
394.0,394.0,0.3846162
395.0,395.0,0.22091992
396.0,396.0,0.10123808
397.0,397.0,0.2758097
398.0,398.0,0.12563434
399.0,399.0,0.4955407
400.0,400.0,0.7839188
401.0,401.0,0.09803608
402.0,402.0,0.06924567
403.0,403.0,0.7394962
404.0,404.0,0.72894365
405.0,405.0,0.029660875
406.0,406.0,0.23976666
407.0,407.0,0.37318268
408.0,408.0,0.84108007
409.0,409.0,0.16848709
410.0,410.0,0.3611776
411.0,411.0,0.7286621
412.0,412.0,0.71570057
413.0,413.0,0.23341393
414.0,414.0,0.584575
415.0,415.0,0.38012663
416.0,416.0,0.10148226
417.0,417.0,0.809087
418.0,418.0,0.2077133
419.0,419.0,0.48055077
420.0,420.0,0.19420494
421.0,421.0,0.06432886
422.0,422.0,0.6790065
423.0,423.0,0.5456456
424.0,424.0,0.07003352
425.0,425.0,0.92843443
426.0,426.0,0.32397532
427.0,427.0,0.32573923
428.0,428.0,0.2766184
429.0,429.0,0.2662224
430.0,430.0,0.10547241
431.0,431.0,0.054983255
432.0,432.0,0.26080588
433.0,433.0,0.87297446
434.0,434.0,0.3981285
435.0,435.0,0.71721643
436.0,436.0,0.11228927
437.0,437.0,0.5451401
438.0,438.0,0.17114568
439.0,439.0,0.88593215
440.0,440.0,0.08940728
441.0,441.0,0.42102742
442.0,442.0,0.509738
443.0,443.0,0.14200985
444.0,444.0,0.28613186
445.0,445.0,0.26405126
446.0,446.0,0.7397608
447.0,447.0,0.5347386
448.0,448.0,0.4885373
449.0,449.0,0.046909638
450.0,450.0,0.5069443
451.0,451.0,0.3084292
452.0,452.0,0.5374722
453.0,453.0,0.58425385
454.0,454.0,0.16713531
455.0,455.0,0.12355112
456.0,456.0,0.9272059
457.0,457.0,0.1959201
458.0,458.0,0.84461385
459.0,459.0,0.7161627
460.0,460.0,0.4140057
461.0,461.0,0.46187747
462.0,462.0,0.41449606
463.0,463.0,0.20830126
464.0,464.0,0.27715415
465.0,465.0,0.64237916
466.0,466.0,0.21358119
467.0,467.0,0.23382689
468.0,468.0,0.3638789
469.0,469.0,0.33619043
470.0,470.0,0.47001588
471.0,471.0,0.3293303
472.0,472.0,0.09370155
473.0,473.0,0.47875842
474.0,474.0,0.12363013
475.0,475.0,0.14092484
476.0,476.0,0.4492434
477.0,477.0,0.68815535
478.0,478.0,0.92889595
479.0,479.0,0.76030207
480.0,480.0,0.6702546
481.0,481.0,0.035384264
482.0,482.0,0.30378026
483.0,483.0,0.4282284
484.0,484.0,0.27131012
485.0,485.0,0.27911013
486.0,486.0,0.68419474
487.0,487.0,0.34884483
488.0,488.0,0.043784626
489.0,489.0,0.683758
490.0,490.0,0.2658249
491.0,491.0,0.3928471
492.0,492.0,0.4224849
493.0,493.0,0.39958698
494.0,494.0,0.72604066
495.0,495.0,0.28161004
496.0,496.0,0.52763915
497.0,497.0,0.71592337
498.0,498.0,0.43601543
499.0,499.0,0.39369103
500.0,500.0,0.44701508
501.0,501.0,0.31310096
502.0,502.0,0.38783073
503.0,503.0,0.4805216
504.0,504.0,0.32198018
505.0,505.0,0.40376237
506.0,506.0,0.21640281
507.0,507.0,0.36197653
508.0,508.0,0.099340394
509.0,509.0,0.7445455
510.0,510.0,0.16463983
511.0,511.0,0.5006637
512.0,512.0,0.5602781
513.0,513.0,0.19979626
514.0,514.0,0.20854346
515.0,515.0,0.48942176
516.0,516.0,0.43494952
517.0,517.0,0.5034742
518.0,518.0,0.22687693
519.0,519.0,0.32714432
520.0,520.0,0.10032683
521.0,521.0,0.23773485
522.0,522.0,0.24376988
523.0,523.0,0.3609205
524.0,524.0,0.16201743
525.0,525.0,0.23596412
526.0,526.0,0.18860781
527.0,527.0,0.3207181
528.0,528.0,0.47770053
529.0,529.0,0.40764642
530.0,530.0,0.5873851
531.0,531.0,0.6515837
532.0,532.0,0.3251095
533.0,533.0,0.87680626
534.0,534.0,0.79070646
535.0,535.0,0.14733268
536.0,536.0,0.6130542
537.0,537.0,0.66056764
538.0,538.0,0.060307562
539.0,539.0,0.37848642
540.0,540.0,0.43234965
541.0,541.0,0.5656904
542.0,542.0,0.20163009
543.0,543.0,0.3844846
544.0,544.0,0.24965195
545.0,545.0,0.22525355
546.0,546.0,0.058678888
547.0,547.0,0.4838334
548.0,548.0,0.6368876
549.0,549.0,0.44093722
550.0,550.0,0.68720895
551.0,551.0,0.21943547
552.0,552.0,0.331272
553.0,553.0,0.21689379
554.0,554.0,0.23547062
555.0,555.0,0.47109753
556.0,556.0,0.32433614
557.0,557.0,0.16935624
558.0,558.0,0.3403552
559.0,559.0,0.33149463
560.0,560.0,0.29941565
561.0,561.0,0.06434954
562.0,562.0,0.12153034
563.0,563.0,0.28278178
564.0,564.0,0.25134072
565.0,565.0,0.37770855
566.0,566.0,0.5751862
567.0,567.0,0.15317959
568.0,568.0,0.44188163
569.0,569.0,0.3235599
570.0,570.0,0.15007786
571.0,571.0,0.10294978
572.0,572.0,0.419937
573.0,573.0,0.6183004
574.0,574.0,0.06136064
575.0,575.0,0.32907006
576.0,576.0,0.08926453
577.0,577.0,0.1909639
578.0,578.0,0.08957699
579.0,579.0,0.69065267
580.0,580.0,0.6055359
