Predictor variable,Categorical,Sample average
bio01nz,false,113.08450704225352
bio05nz,false,212.43661971830986
bio06nz,false,22.014084507042252
bio12nz,false,2079.169014084507
bio13nz,false,219.14084507042253
bio14nz,false,118.98591549295774
